YEAR,GEOGRAPHY_CODE,GEOGRAPHY_NAME,IS8_SECTOR,OBS_Value_Business,OBS_Value_Employment,growth_firms,growth_emp
2022,E02000989,Bolton 006,Digital and Technology,20.0,50.0,-0.21357393,0.10318422
2023,E02000989,Bolton 006,Digital and Technology,10.0,25.0,-0.6466272,-0.6737292
2024,E02000989,Bolton 006,Digital and Technology,20.0,45.0,0.6466272,0.57054496
2016,E02000989,Bolton 006,Financial Services,5.0,5.0,,
2017,E02000989,Bolton 006,Financial Services,5.0,0.0,0.0,-1.7917595
2018,E02000989,Bolton 006,Financial Services,0.0,0.0,-1.7917595,0.0
2019,E02000989,Bolton 006,Financial Services,5.0,10.0,1.7917595,2.3978953
2020,E02000989,Bolton 006,Financial Services,0.0,0.0,-1.7917595,-2.3978953
2021,E02000989,Bolton 006,Financial Services,0.0,0.0,0.0,0.0
2022,E02000989,Bolton 006,Financial Services,5.0,5.0,1.7917595,1.7917595
2023,E02000989,Bolton 006,Financial Services,5.0,5.0,0.0,0.0
2024,E02000989,Bolton 006,Financial Services,5.0,15.0,0.0,0.98082924
2016,E02000989,Bolton 006,Life Sciences,0.0,0.0,,
2017,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000989,Bolton 006,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000989,Bolton 006,Professional and Business Services,65.0,110.0,,
2017,E02000989,Bolton 006,Professional and Business Services,65.0,100.0,0.0,-0.09440994
2018,E02000989,Bolton 006,Professional and Business Services,65.0,135.0,0.0,0.29753447
2019,E02000989,Bolton 006,Professional and Business Services,65.0,165.0,0.0,0.19933271
2020,E02000989,Bolton 006,Professional and Business Services,60.0,140.0,-0.07878113,-0.16322756
2021,E02000989,Bolton 006,Professional and Business Services,55.0,95.0,-0.085522175,-0.3844118
2022,E02000989,Bolton 006,Professional and Business Services,55.0,115.0,0.0,0.18924189
2023,E02000989,Bolton 006,Professional and Business Services,45.0,80.0,-0.19671011,-0.35914087
2024,E02000989,Bolton 006,Professional and Business Services,60.0,110.0,0.28223228,0.31508112
2016,E02000990,Bolton 007,Advanced manufacturing,0.0,420.0,,
2017,E02000990,Bolton 007,Advanced manufacturing,0.0,350.0,0.0,-0.18184662
2018,E02000990,Bolton 007,Advanced manufacturing,0.0,310.0,0.0,-0.120993614
2019,E02000990,Bolton 007,Advanced manufacturing,0.0,250.0,0.0,-0.21433973
2020,E02000990,Bolton 007,Advanced manufacturing,0.0,300.0,0.0,0.18165731
2021,E02000990,Bolton 007,Advanced manufacturing,0.0,350.0,0.0,0.15367603
2022,E02000990,Bolton 007,Advanced manufacturing,0.0,310.0,0.0,-0.120993614
2023,E02000990,Bolton 007,Advanced manufacturing,0.0,200.0,0.0,-0.43648815
2024,E02000990,Bolton 007,Advanced manufacturing,0.0,155.0,0.0,-0.2534485
2016,E02000990,Bolton 007,Creative Industries,20.0,555.0,,
2017,E02000990,Bolton 007,Creative Industries,25.0,530.0,0.21357393,-0.046006203
2018,E02000990,Bolton 007,Creative Industries,15.0,440.0,-0.48550773,-0.1857171
2019,E02000990,Bolton 007,Creative Industries,20.0,455.0,0.2719338,0.033447742
2020,E02000990,Bolton 007,Creative Industries,20.0,490.0,0.0,0.073951244
2021,E02000990,Bolton 007,Creative Industries,15.0,415.0,-0.2719338,-0.16575861
2022,E02000990,Bolton 007,Creative Industries,5.0,420.0,-0.98082924,0.011947632
2023,E02000990,Bolton 007,Creative Industries,5.0,290.0,0.0,-0.3693099
2024,E02000990,Bolton 007,Creative Industries,5.0,275.0,0.0,-0.05292225
2016,E02000990,Bolton 007,Defence sector,0.0,400.0,,
2017,E02000990,Bolton 007,Defence sector,0.0,500.0,0.0,0.2226448
2018,E02000990,Bolton 007,Defence sector,0.0,600.0,0.0,0.18198872
2019,E02000990,Bolton 007,Defence sector,0.0,600.0,0.0,0.0
2020,E02000990,Bolton 007,Defence sector,0.0,600.0,0.0,0.0
2021,E02000990,Bolton 007,Defence sector,0.0,600.0,0.0,0.0
2022,E02000990,Bolton 007,Defence sector,0.0,800.0,0.0,0.28726625
2023,E02000990,Bolton 007,Defence sector,0.0,1000.0,0.0,0.22289371
2024,E02000990,Bolton 007,Defence sector,0.0,1000.0,0.0,0.0
2016,E02000990,Bolton 007,Digital and Technology,25.0,925.0,,
2017,E02000990,Bolton 007,Digital and Technology,35.0,835.0,0.32542253,-0.10224581
2018,E02000990,Bolton 007,Digital and Technology,30.0,925.0,-0.14953184,0.10224581
2019,E02000990,Bolton 007,Digital and Technology,35.0,930.0,0.14953184,0.005384922
2020,E02000990,Bolton 007,Digital and Technology,40.0,975.0,0.13005304,0.047203064
2021,E02000990,Bolton 007,Digital and Technology,30.0,635.0,-0.27958488,-0.42826366
2022,E02000990,Bolton 007,Digital and Technology,25.0,760.0,-0.17589068,0.17943478
2023,E02000990,Bolton 007,Digital and Technology,20.0,685.0,-0.21357393,-0.10375595
2024,E02000990,Bolton 007,Digital and Technology,20.0,550.0,0.0,-0.21914291
2016,E02000990,Bolton 007,Financial Services,15.0,1380.0,,
2017,E02000990,Bolton 007,Financial Services,15.0,1150.0,0.0,-0.18217659
2018,E02000990,Bolton 007,Financial Services,10.0,1030.0,-0.3746934,-0.11010218
2019,E02000990,Bolton 007,Financial Services,10.0,1540.0,0.0,0.40190268
2020,E02000990,Bolton 007,Financial Services,15.0,1590.0,0.3746934,0.031930923
2021,E02000990,Bolton 007,Financial Services,15.0,2110.0,0.0,0.28279924
2022,E02000990,Bolton 007,Financial Services,15.0,1270.0,0.0,-0.5073581
2023,E02000990,Bolton 007,Financial Services,15.0,835.0,0.0,-0.41893053
2024,E02000990,Bolton 007,Financial Services,5.0,840.0,-0.98082924,0.0059628487
2016,E02000990,Bolton 007,Life Sciences,0.0,0.0,,
2017,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000990,Bolton 007,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000990,Bolton 007,Professional and Business Services,95.0,2090.0,,
2017,E02000990,Bolton 007,Professional and Business Services,115.0,2255.0,0.18924189,0.0759511
2018,E02000990,Bolton 007,Professional and Business Services,115.0,2290.0,0.0,0.0153951645
2019,E02000990,Bolton 007,Professional and Business Services,130.0,2555.0,0.1216073,0.10945511
2020,E02000990,Bolton 007,Professional and Business Services,105.0,2525.0,-0.21175814,-0.011806488
2021,E02000990,Bolton 007,Professional and Business Services,80.0,2295.0,-0.26899004,-0.095469
2022,E02000990,Bolton 007,Professional and Business Services,80.0,2300.0,0.0,0.002175331
2023,E02000990,Bolton 007,Professional and Business Services,80.0,2035.0,0.0,-0.122356415
2024,E02000990,Bolton 007,Professional and Business Services,70.0,1845.0,-0.13176918,-0.097966194
2016,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,,
2017,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02000991,Bolton 008,Advanced manufacturing,15.0,45.0,2.7725887,3.8286414
2020,E02000991,Bolton 008,Advanced manufacturing,15.0,75.0,0.0,0.5020919
2021,E02000991,Bolton 008,Advanced manufacturing,10.0,0.0,-0.3746934,-4.3307333
2022,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,-2.3978953,0.0
2023,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02000991,Bolton 008,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02000991,Bolton 008,Creative Industries,10.0,10.0,,
2017,E02000991,Bolton 008,Creative Industries,10.0,20.0,0.0,0.6466272
2018,E02000991,Bolton 008,Creative Industries,10.0,15.0,0.0,-0.2719338
2019,E02000991,Bolton 008,Creative Industries,10.0,75.0,0.0,1.5581446
2020,E02000991,Bolton 008,Creative Industries,10.0,25.0,0.0,-1.0726368
2021,E02000991,Bolton 008,Creative Industries,10.0,25.0,0.0,0.0
2022,E02000991,Bolton 008,Creative Industries,10.0,15.0,0.0,-0.48550773
2023,E02000991,Bolton 008,Creative Industries,10.0,20.0,0.0,0.2719338
2024,E02000991,Bolton 008,Creative Industries,5.0,15.0,-0.60613585,-0.2719338
2016,E02000991,Bolton 008,Defence sector,0.0,0.0,,
2017,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2018,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2019,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2020,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2021,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2022,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2023,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2024,E02000991,Bolton 008,Defence sector,0.0,0.0,0.0,0.0
2016,E02000991,Bolton 008,Digital and Technology,15.0,30.0,,
2017,E02000991,Bolton 008,Digital and Technology,20.0,45.0,0.2719338,0.39465427
2018,E02000991,Bolton 008,Digital and Technology,20.0,40.0,0.0,-0.11506939
2019,E02000991,Bolton 008,Digital and Technology,30.0,155.0,0.38946462,1.3362842
2020,E02000991,Bolton 008,Digital and Technology,30.0,90.0,0.0,-0.5389967
2021,E02000991,Bolton 008,Digital and Technology,20.0,35.0,-0.38946462,-0.9273405
2022,E02000991,Bolton 008,Digital and Technology,15.0,45.0,-0.2719338,0.24512243
2023,E02000991,Bolton 008,Digital and Technology,15.0,35.0,0.0,-0.24512243
2024,E02000991,Bolton 008,Digital and Technology,10.0,35.0,-0.3746934,0.0
2016,E02000991,Bolton 008,Financial Services,0.0,10.0,,
2017,E02000991,Bolton 008,Financial Services,10.0,10.0,2.3978953,0.0
2018,E02000991,Bolton 008,Financial Services,10.0,15.0,0.0,0.3746934
2019,E02000991,Bolton 008,Financial Services,10.0,50.0,0.0,1.1592369
2020,E02000991,Bolton 008,Financial Services,10.0,10.0,0.0,-1.5339303
2021,E02000991,Bolton 008,Financial Services,10.0,10.0,0.0,0.0
2022,E02000991,Bolton 008,Financial Services,0.0,0.0,-2.3978953,-2.3978953
2023,E02000991,Bolton 008,Financial Services,0.0,0.0,0.0,0.0
2024,E02000991,Bolton 008,Financial Services,0.0,0.0,0.0,0.0
2016,E02000991,Bolton 008,Life Sciences,0.0,0.0,,
2017,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000991,Bolton 008,Life Sciences,0.0,10.0,0.0,2.3978953
2020,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,-2.3978953
2021,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000991,Bolton 008,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000991,Bolton 008,Professional and Business Services,60.0,185.0,,
2017,E02000991,Bolton 008,Professional and Business Services,65.0,120.0,0.07878113,-0.42995596
2018,E02000991,Bolton 008,Professional and Business Services,60.0,115.0,-0.07878113,-0.042200565
2019,E02000991,Bolton 008,Professional and Business Services,130.0,385.0,0.7643237,1.2022471
2020,E02000991,Bolton 008,Professional and Business Services,70.0,215.0,-0.61251736,-0.5805588
2021,E02000991,Bolton 008,Professional and Business Services,60.0,220.0,-0.15180635,0.022884369
2022,E02000991,Bolton 008,Professional and Business Services,105.0,305.0,0.5525656,0.3254223
2023,E02000991,Bolton 008,Professional and Business Services,55.0,160.0,-0.63808775,-0.6421809
2024,E02000991,Bolton 008,Professional and Business Services,45.0,145.0,-0.19671011,-0.097797394
2016,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,,
2017,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02000992,Bolton 009,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02000992,Bolton 009,Advanced manufacturing,0.0,10.0,0.0,2.3978953
2016,E02000992,Bolton 009,Creative Industries,5.0,60.0,,
2017,E02000992,Bolton 009,Creative Industries,5.0,55.0,0.0,-0.085522175
2018,E02000992,Bolton 009,Creative Industries,5.0,25.0,0.0,-0.76725507
2019,E02000992,Bolton 009,Creative Industries,5.0,50.0,0.0,0.6737292
2020,E02000992,Bolton 009,Creative Industries,15.0,35.0,0.98082924,-0.34830666
2021,E02000992,Bolton 009,Creative Industries,10.0,30.0,-0.3746934,-0.14953184
2022,E02000992,Bolton 009,Creative Industries,15.0,30.0,0.3746934,0.0
2023,E02000992,Bolton 009,Creative Industries,10.0,35.0,-0.3746934,0.14953184
2024,E02000992,Bolton 009,Creative Industries,15.0,35.0,0.3746934,0.0
2016,E02000992,Bolton 009,Defence sector,0.0,0.0,,
2017,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2018,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2019,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2020,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2021,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2022,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2023,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2024,E02000992,Bolton 009,Defence sector,0.0,0.0,0.0,0.0
2016,E02000992,Bolton 009,Digital and Technology,20.0,50.0,,
2017,E02000992,Bolton 009,Digital and Technology,20.0,65.0,0.0,0.2578292
2018,E02000992,Bolton 009,Digital and Technology,15.0,60.0,-0.2719338,-0.07878113
2019,E02000992,Bolton 009,Digital and Technology,15.0,65.0,0.0,0.07878113
2020,E02000992,Bolton 009,Digital and Technology,20.0,45.0,0.2719338,-0.3610134
2021,E02000992,Bolton 009,Digital and Technology,15.0,55.0,-0.2719338,0.19671011
2022,E02000992,Bolton 009,Digital and Technology,10.0,70.0,-0.3746934,0.23732853
2023,E02000992,Bolton 009,Digital and Technology,15.0,30.0,0.3746934,-0.8286929
2024,E02000992,Bolton 009,Digital and Technology,15.0,65.0,0.0,0.7556677
2016,E02000992,Bolton 009,Financial Services,0.0,0.0,,
2017,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2018,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2019,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2020,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2021,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2022,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2023,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2024,E02000992,Bolton 009,Financial Services,0.0,0.0,0.0,0.0
2016,E02000992,Bolton 009,Life Sciences,0.0,0.0,,
2017,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000992,Bolton 009,Life Sciences,0.0,30.0,0.0,3.4339871
2021,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,-3.4339871
2022,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000992,Bolton 009,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000992,Bolton 009,Professional and Business Services,45.0,105.0,,
2017,E02000992,Bolton 009,Professional and Business Services,35.0,55.0,-0.24512243,-0.63808775
2018,E02000992,Bolton 009,Professional and Business Services,40.0,75.0,0.13005304,0.30538177
2019,E02000992,Bolton 009,Professional and Business Services,40.0,140.0,0.0,0.61802673
2020,E02000992,Bolton 009,Professional and Business Services,45.0,100.0,0.11506939,-0.33363962
2021,E02000992,Bolton 009,Professional and Business Services,50.0,85.0,0.10318422,-0.16077328
2022,E02000992,Bolton 009,Professional and Business Services,50.0,305.0,0.0,1.269238
2023,E02000992,Bolton 009,Professional and Business Services,55.0,75.0,0.09352589,-1.3928518
2024,E02000992,Bolton 009,Professional and Business Services,50.0,100.0,-0.09352589,0.2843871
2016,E02000993,Bolton 010,Advanced manufacturing,0.0,100.0,,
2017,E02000993,Bolton 010,Advanced manufacturing,0.0,80.0,0.0,-0.22067118
2018,E02000993,Bolton 010,Advanced manufacturing,0.0,110.0,0.0,0.31508112
2019,E02000993,Bolton 010,Advanced manufacturing,0.0,60.0,0.0,-0.59865665
2020,E02000993,Bolton 010,Advanced manufacturing,0.0,70.0,0.0,0.15180635
2021,E02000993,Bolton 010,Advanced manufacturing,0.0,70.0,0.0,0.0
2022,E02000993,Bolton 010,Advanced manufacturing,0.0,70.0,0.0,0.0
2023,E02000993,Bolton 010,Advanced manufacturing,0.0,60.0,0.0,-0.15180635
2024,E02000993,Bolton 010,Advanced manufacturing,0.0,100.0,0.0,0.5042467
2016,E02000993,Bolton 010,Creative Industries,5.0,10.0,,
2017,E02000993,Bolton 010,Creative Industries,0.0,0.0,-1.7917595,-2.3978953
2018,E02000993,Bolton 010,Creative Industries,0.0,10.0,0.0,2.3978953
2019,E02000993,Bolton 010,Creative Industries,5.0,15.0,1.7917595,0.3746934
2020,E02000993,Bolton 010,Creative Industries,5.0,15.0,0.0,0.0
2021,E02000993,Bolton 010,Creative Industries,10.0,10.0,0.60613585,-0.3746934
2022,E02000993,Bolton 010,Creative Industries,10.0,0.0,0.0,-2.3978953
2023,E02000993,Bolton 010,Creative Industries,5.0,5.0,-0.60613585,1.7917595
2024,E02000993,Bolton 010,Creative Industries,5.0,15.0,0.0,0.98082924
2016,E02000993,Bolton 010,Defence sector,0.0,0.0,,
2017,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2018,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2019,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2020,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2021,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2022,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2023,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2024,E02000993,Bolton 010,Defence sector,0.0,0.0,0.0,0.0
2016,E02000993,Bolton 010,Digital and Technology,0.0,80.0,,
2017,E02000993,Bolton 010,Digital and Technology,0.0,45.0,0.0,-0.5658078
2018,E02000993,Bolton 010,Digital and Technology,10.0,65.0,2.3978953,0.3610134
2019,E02000993,Bolton 010,Digital and Technology,10.0,75.0,0.0,0.14107847
2020,E02000993,Bolton 010,Digital and Technology,15.0,80.0,0.3746934,0.063715935
2021,E02000993,Bolton 010,Digital and Technology,10.0,95.0,-0.3746934,0.16989899
2022,E02000993,Bolton 010,Digital and Technology,15.0,170.0,0.3746934,0.57731533
2023,E02000993,Bolton 010,Digital and Technology,10.0,185.0,-0.3746934,0.08408308
2024,E02000993,Bolton 010,Digital and Technology,10.0,55.0,0.0,-1.2003951
2016,E02000993,Bolton 010,Financial Services,0.0,0.0,,
2017,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2018,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2019,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2020,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2021,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2022,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2023,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2024,E02000993,Bolton 010,Financial Services,0.0,0.0,0.0,0.0
2016,E02000993,Bolton 010,Life Sciences,0.0,0.0,,
2017,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2018,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2019,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2020,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2021,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2022,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2023,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2024,E02000993,Bolton 010,Life Sciences,0.0,0.0,0.0,0.0
2016,E02000993,Bolton 010,Professional and Business Services,30.0,225.0,,
2017,E02000993,Bolton 010,Professional and Business Services,30.0,200.0,0.0,-0.117230415
2018,E02000993,Bolton 010,Professional and Business Services,25.0,210.0,-0.17589068,0.048553467
2019,E02000993,Bolton 010,Professional and Business Services,30.0,195.0,0.17589068,-0.07374334
2020,E02000993,Bolton 010,Professional and Business Services,35.0,230.0,0.14953184,0.16430283
2021,E02000993,Bolton 010,Professional and Business Services,40.0,170.0,0.13005304,-0.30075407
2022,E02000993,Bolton 010,Professional and Business Services,40.0,140.0,0.0,-0.19290352
2023,E02000993,Bolton 010,Professional and Business Services,25.0,105.0,-0.45547557,-0.28532076
2024,E02000993,Bolton 010,Professional and Business Services,30.0,100.0,0.17589068,-0.048318863
2016,E02000994,Bolton 011,Advanced manufacturing,5.0,30.0,,
2017,E02000994,Bolton 011,Advanced manufacturing,5.0,50.0,0.0,0.4978385
2018,E02000994,Bolton 011,Advanced manufacturing,5.0,25.0,0.0,-0.6737292
2019,E02000994,Bolton 011,Advanced manufacturing,5.0,45.0,0.0,0.57054496
2020,E02000994,Bolton 011,Advanced manufacturing,5.0,10.0,0.0,-1.4307461
2021,E02000994,Bolton 011,Advanced manufacturing,5.0,10.0,0.0,0.0
2022,E02000994,Bolton 011,Advanced manufacturing,5.0,10.0,0.0,0.0
2023,E02000994,Bolton 011,Advanced manufacturing,5.0,10.0,0.0,0.0
2024,E02000994,Bolton 011,Advanced manufacturing,5.0,10.0,0.0,0.0
2016,E02000994,Bolton 011,Creative Industries,5.0,25.0,,
2017,E02000994,Bolton 011,Creative Industries,5.0,25.0,0.0,0.0
2018,E02000994,Bolton 011,Creative Industries,0.0,15.0,-1.7917595,-0.48550773
2019,E02000994,Bolton 011,Creative Industries,5.0,230.0,1.7917595,2.669829
